year,month,state,locality,lat,lon,dataSource
2023,8,New South Wales,,-33.937235,151.259703,iNaturalist Australia
2018,2,South Australia,,-35.116788,138.469378,iNaturalist Australia
2026,1,Victoria,,-38.270583,144.662812,iNaturalist Australia
2024,4,New South Wales,,-28.193454,153.578757,iNaturalist Australia
2025,4,Victoria,,-38.366739,144.822941,iNaturalist Australia
2022,8,Western Australia,,-31.851725,115.751066,iNaturalist Australia
2025,11,New South Wales,,-33.800675,151.297248,iNaturalist Australia
2021,7,New South Wales,,-33.799557,151.295546,iNaturalist Australia
2023,12,Western Australia,,-32.050057,115.723824,iNaturalist Australia
2021,2,Victoria,,-38.170551,144.718863,iNaturalist Australia
2023,3,New South Wales,,-33.910417,151.270538,iNaturalist Australia
2021,3,Victoria,,-38.358943,144.772963,iNaturalist Australia
2024,12,New South Wales,,-33.80063,151.297225,iNaturalist Australia
2022,3,South Australia,,-35.148615,138.466329,iNaturalist Australia
2022,4,Victoria,,-38.356554,144.773596,iNaturalist Australia
2026,3,Victoria,,-38.27807,144.617905,iNaturalist Australia
2018,12,Victoria,,-38.16158,145.089376,iNaturalist Australia
2021,3,Victoria,,-38.356677,144.773496,iNaturalist Australia
2022,4,Western Australia,,-32.12426,115.759298,iNaturalist Australia
2022,2,Victoria,,-38.356554,144.773596,iNaturalist Australia
2019,11,South Australia,,-35.139211,138.463181,iNaturalist Australia
2025,12,Victoria,,-38.274117,144.65073,iNaturalist Australia
2025,5,New South Wales,,-33.839708,151.252437,iNaturalist Australia
2022,5,Victoria,,-38.356554,144.773596,iNaturalist Australia
2023,11,Victoria,,-38.357254,144.773264,iNaturalist Australia
2021,12,South Australia,,-35.571396,138.607665,iNaturalist Australia
2022,5,New South Wales,,-33.800161,151.297452,iNaturalist Australia
2020,8,Western Australia,,-32.01251,115.776172,iNaturalist Australia
2022,3,Western Australia,,-32.051989,115.725662,iNaturalist Australia
2021,11,Western Australia,,-33.629947,115.338562,iNaturalist Australia
2025,2,New South Wales,,-35.857914,150.18254,iNaturalist Australia
2020,10,Western Australia,,-33.633425,115.339614,iNaturalist Australia
2025,6,Victoria,,-38.368279,144.821367,iNaturalist Australia
2019,10,South Australia,,-34.636808,137.506783,iNaturalist Australia
2022,7,South Australia,,-35.043238,138.50809,iNaturalist Australia
2019,8,New South Wales,,-34.99855,150.731308,iNaturalist Australia
2021,3,South Australia,,-35.51082,138.217315,iNaturalist Australia
2022,2,Victoria,,-38.356554,144.773596,iNaturalist Australia
2025,10,Victoria,,-38.402752,145.096735,iNaturalist Australia
2023,8,Victoria,,-38.356954,144.773434,iNaturalist Australia
2019,12,South Australia,,-35.041747,138.508379,iNaturalist Australia
2021,1,Victoria,,-37.931563,144.989547,iNaturalist Australia
2025,10,Victoria,,-38.358109,144.890413,iNaturalist Australia
2025,12,South Australia,,-34.718738,135.858698,iNaturalist Australia
2025,9,Victoria,,-38.399453,145.189208,iNaturalist Australia
2020,11,Victoria,,-38.170249,144.720838,iNaturalist Australia
2025,2,South Australia,,-35.509906,138.215516,iNaturalist Australia
2021,8,New South Wales,,-33.800291,151.284905,iNaturalist Australia
2021,1,Victoria,,-37.931847,144.990856,iNaturalist Australia
2026,2,New South Wales,,-34.593726,150.8854,iNaturalist Australia
2021,11,Tasmania,,-40.869198,147.768412,iNaturalist Australia
2023,9,South Australia,,-35.021902,137.76373,iNaturalist Australia
2021,2,Victoria,,-38.365643,144.823427,iNaturalist Australia
2022,7,South Australia,,-34.977694,138.508626,iNaturalist Australia
2019,6,Western Australia,,-32.070756,115.748592,iNaturalist Australia
2025,5,South Australia,,-34.07495,137.542114,iNaturalist Australia
2022,4,South Australia,,-35.28558,138.44281,iNaturalist Australia
2021,5,New South Wales,,-34.002797,151.227019,iNaturalist Australia
2023,5,New South Wales,,-34.063802,151.156343,iNaturalist Australia
2016,9,New South Wales,,-33.800616,151.297276,iNaturalist Australia
2013,7,South Australia,,-35.01942,138.514938,iNaturalist Australia
2024,1,New South Wales,,-34.597307,150.899796,iNaturalist Australia
2020,11,New South Wales,,-33.839891,151.252879,iNaturalist Australia
2017,11,Victoria,,-38.357071,144.772382,iNaturalist Australia
2025,10,New South Wales,,-33.800051,151.29661,iNaturalist Australia
2021,2,Victoria,,-38.356598,144.773746,iNaturalist Australia
2025,5,New South Wales,,-33.800388,151.296574,iNaturalist Australia
2024,10,Victoria,,-38.367128,144.81143,iNaturalist Australia
2021,2,Victoria,,-38.162391,145.090162,iNaturalist Australia
2017,4,Victoria,,-38.358114,144.772639,iNaturalist Australia
2022,4,Western Australia,,-33.669513,114.996353,iNaturalist Australia
2021,11,Victoria,,-38.35838,144.772768,iNaturalist Australia
2019,2,Western Australia,,-32.010214,115.748096,iNaturalist Australia
2026,3,Victoria,,-38.267575,144.667587,iNaturalist Australia
2026,2,Victoria,,-38.36585,144.823024,iNaturalist Australia
2025,11,Victoria,,-38.365649,144.823154,iNaturalist Australia
2021,11,Australian Capital Territory,,-35.124341,150.757107,iNaturalist Australia
2025,11,New South Wales,,-35.858673,150.180942,iNaturalist Australia
2026,4,Tasmania,,-43.007475,147.326235,iNaturalist Australia
2024,1,South Australia,,-35.044894,138.507613,iNaturalist Australia
2023,3,Victoria,,-38.32735,144.94981,iNaturalist Australia
2021,4,Tasmania,,-40.230509,148.031161,iNaturalist Australia
2025,12,New South Wales,,-33.800067,151.296989,iNaturalist Australia
2021,2,Western Australia,,-32.051989,115.725662,iNaturalist Australia
2022,6,New South Wales,,-34.002689,151.227203,iNaturalist Australia
2026,5,New South Wales,,-36.422793,150.073639,iNaturalist Australia
2026,3,Victoria,,-38.270037,144.662995,iNaturalist Australia
2020,10,South Australia,,-34.637228,137.505292,iNaturalist Australia
2020,6,New South Wales,,-33.839681,151.252748,iNaturalist Australia
2019,4,South Australia,,-35.044606,138.507741,iNaturalist Australia
2026,2,Victoria,,-38.356076,144.772995,iNaturalist Australia
2023,3,Victoria,,-38.356127,144.773323,iNaturalist Australia
2022,2,Western Australia,,-32.098746,115.755863,iNaturalist Australia
2020,11,New South Wales,,-33.800455,151.297107,iNaturalist Australia
2026,1,South Australia,,-35.084575,137.749931,iNaturalist Australia
2023,1,Victoria,,-38.357357,144.772415,iNaturalist Australia
2016,5,South Australia,,-35.085033,137.749816,iNaturalist Australia
2021,12,South Australia,,-35.520558,138.186038,iNaturalist Australia
2014,5,New South Wales,,-36.967308,149.884623,iNaturalist Australia
2020,10,Western Australia,,-33.635937,115.340294,iNaturalist Australia
2023,12,South Australia,,-35.084854,137.749668,iNaturalist Australia
2020,2,New South Wales,,-33.800012,151.293926,iNaturalist Australia
2021,8,Western Australia,,-32.123973,115.758428,iNaturalist Australia
2019,1,South Australia,,-35.345177,138.442774,iNaturalist Australia
2024,11,Tasmania,,-41.873668,148.310898,iNaturalist Australia
2024,12,Victoria,,-38.839371,146.001905,iNaturalist Australia
2021,3,Western Australia,,-32.140357,115.761393,iNaturalist Australia
2025,3,Victoria,,-38.264623,144.669992,iNaturalist Australia
2022,12,Victoria,,-38.35716,144.773048,iNaturalist Australia
2019,3,South Australia,,-35.522424,138.185595,iNaturalist Australia
2025,2,Victoria,,-38.365739,144.823025,iNaturalist Australia
2025,3,New South Wales,,-33.840132,151.253084,iNaturalist Australia
2025,12,Victoria,,-38.522555,145.346175,iNaturalist Australia
2025,9,Victoria,,-38.26853,144.6651,iNaturalist Australia
2019,12,Victoria,,-37.926519,144.985561,iNaturalist Australia
2023,2,Western Australia,,-33.637362,115.34228,iNaturalist Australia
2024,2,South Australia,,-34.972851,138.498056,iNaturalist Australia
2021,3,Tasmania,,-42.129626,148.298217,iNaturalist Australia
2022,4,South Australia,,-35.424444,138.318162,iNaturalist Australia
2011,12,New South Wales,,-36.898781,149.927091,iNaturalist Australia
2021,3,South Australia,,-35.51089,138.217229,iNaturalist Australia
2022,4,South Australia,,-35.017236,138.512109,iNaturalist Australia
2020,9,New South Wales,,-33.811929,151.287843,iNaturalist Australia
2022,3,Western Australia,,-32.12426,115.759298,iNaturalist Australia
2023,11,Victoria,,-38.357254,144.773264,iNaturalist Australia
2018,4,Western Australia,,-32.10552,115.761508,iNaturalist Australia
2023,12,South Australia,,-35.149078,138.465942,iNaturalist Australia
2023,7,New South Wales,,-34.002909,151.227726,iNaturalist Australia
2015,5,Western Australia,,-35.052989,118.044361,iNaturalist Australia
2022,11,South Australia,,-35.521159,138.185275,iNaturalist Australia
2025,2,New South Wales,,-33.839849,151.25364,iNaturalist Australia
2024,8,Western Australia,,-32.018985,115.784248,iNaturalist Australia
2009,1,Victoria,,-38.672348,145.658197,iNaturalist Australia
2025,10,New South Wales,,-33.800312,151.294891,iNaturalist Australia
2024,2,South Australia,,-35.404315,138.33016,iNaturalist Australia
2019,12,Victoria,,-38.355729,144.772828,iNaturalist Australia
2025,4,New South Wales,,-33.800402,151.294277,iNaturalist Australia
2018,10,South Australia,,-35.137772,138.469232,iNaturalist Australia
2024,1,New South Wales,,-33.840156,151.253141,iNaturalist Australia
2023,12,South Australia,,-35.522854,138.185421,iNaturalist Australia
2017,3,New South Wales,,-32.714005,152.151031,iNaturalist Australia
2020,3,South Australia,,-35.148798,138.47032,iNaturalist Australia
2025,3,South Australia,,-35.02898,138.511822,iNaturalist Australia
2022,1,New South Wales,,-33.445359,151.450652,iNaturalist Australia
2021,10,New South Wales,,-34.003692,151.226408,iNaturalist Australia
2025,10,South Australia,,-34.718948,135.858647,iNaturalist Australia
2021,3,South Australia,,-35.510654,138.216779,iNaturalist Australia
2022,10,Victoria,,-38.357008,144.77322,iNaturalist Australia
2021,1,New South Wales,,-33.846212,151.202195,iNaturalist Australia
2023,2,South Australia,,-35.510862,138.214479,iNaturalist Australia
2021,8,New South Wales,,-33.839506,151.253866,iNaturalist Australia
2025,12,Tasmania,,-41.166039,146.561737,iNaturalist Australia
2025,3,New South Wales,,-33.799439,151.295271,iNaturalist Australia
2024,10,South Australia,,-34.826397,138.483217,iNaturalist Australia
2025,12,Tasmania,,-40.75847,145.298432,iNaturalist Australia
2025,3,Victoria,,-38.368528,144.822266,iNaturalist Australia
2021,2,Victoria,,-38.356459,144.773816,iNaturalist Australia
2020,12,South Australia,,-35.034346,138.514229,iNaturalist Australia
2024,5,Western Australia,,-31.850793,115.74922,iNaturalist Australia
2023,7,Western Australia,,-32.099899,115.760204,iNaturalist Australia
2025,11,New South Wales,,-33.446128,151.449491,iNaturalist Australia
2013,2,South Australia,,-34.261785,136.269275,iNaturalist Australia
2025,1,Victoria,,-38.273905,144.649503,iNaturalist Australia
2021,3,Western Australia,,-35.093047,117.946281,iNaturalist Australia
2022,10,New South Wales,,-33.979341,151.251637,iNaturalist Australia
2022,4,Western Australia,,-32.057095,115.736661,iNaturalist Australia
2020,6,New South Wales,,-33.866535,151.22124,iNaturalist Australia
2019,3,South Australia,,-35.369723,138.377846,iNaturalist Australia
2024,11,South Australia,,-34.806319,138.487708,iNaturalist Australia
2018,11,New South Wales,,-33.839732,151.253277,iNaturalist Australia
2025,3,South Australia,,-35.078736,138.495925,iNaturalist Australia
2025,12,South Australia,,-34.718948,135.858647,iNaturalist Australia
2018,12,Tasmania,,-40.700324,145.053844,iNaturalist Australia
2017,12,Victoria,,-38.32,144.713,iNaturalist Australia
2022,5,Western Australia,,-32.10134,115.756603,iNaturalist Australia
2018,4,Victoria,,-38.367641,144.822549,iNaturalist Australia
2021,3,South Australia,,-35.510881,138.217658,iNaturalist Australia
2020,11,New South Wales,,-33.800689,151.293713,iNaturalist Australia
2021,3,Western Australia,,-31.868157,115.752271,iNaturalist Australia
2020,7,Victoria,,-38.366944,144.822953,iNaturalist Australia
2022,4,South Australia,,-35.149554,138.464434,iNaturalist Australia
2021,2,New South Wales,,-33.092226,151.676128,iNaturalist Australia
2025,12,Victoria,,-38.138956,144.713557,iNaturalist Australia
2020,3,New South Wales,,-33.800047,151.297362,iNaturalist Australia
2024,6,New South Wales,,-33.865955,151.222198,iNaturalist Australia
2025,11,New South Wales,,-34.003325,151.226363,iNaturalist Australia
2021,12,South Australia,,-34.440423,135.229451,iNaturalist Australia
2021,2,South Australia,,-35.521736,138.185264,iNaturalist Australia
2019,1,Western Australia,,-33.631295,115.339008,iNaturalist Australia
2021,8,New South Wales,,-33.799879,151.280847,iNaturalist Australia
2025,3,New South Wales,,-34.003229,151.226399,iNaturalist Australia
2019,4,New South Wales,,-33.839432,151.277648,iNaturalist Australia
2017,12,South Australia,,-35.595533,138.104372,iNaturalist Australia
2025,4,New South Wales,,-33.799527,151.293683,iNaturalist Australia
2025,2,New South Wales,,-33.799972,151.296905,iNaturalist Australia
2020,5,,,-33.515553,115.366912,iNaturalist Australia
2025,10,Victoria,,-38.270997,144.662645,iNaturalist Australia
2024,9,Victoria,,-38.357025,144.773048,iNaturalist Australia
2018,1,New South Wales,,-33.800327,151.294832,iNaturalist Australia
2023,3,Victoria,,-38.357122,144.773152,iNaturalist Australia
2025,1,New South Wales,,-33.799741,151.29467,iNaturalist Australia
2023,12,Tasmania,,-41.140842,146.161653,iNaturalist Australia
2022,6,Western Australia,,-32.006976,115.749058,iNaturalist Australia
2025,6,New South Wales,,-33.448579,151.451037,iNaturalist Australia
2022,8,New South Wales,,-33.799956,151.297056,iNaturalist Australia
2021,12,Victoria,,-38.28827,144.502715,iNaturalist Australia
2025,4,New South Wales,,-34.003533,151.217508,iNaturalist Australia
2023,6,New South Wales,,-34.003435,151.230724,iNaturalist Australia
2025,10,Victoria,,-38.273995,144.657438,iNaturalist Australia
2019,11,South Australia,,-35.338332,138.444818,iNaturalist Australia
2025,11,Tasmania,,-41.06531,146.792876,iNaturalist Australia
2024,2,South Australia,,-35.129427,138.461041,iNaturalist Australia
2025,12,Tasmania,,-42.241816,148.01295,iNaturalist Australia
2022,4,South Australia,,-35.606326,138.093189,iNaturalist Australia
2022,3,South Australia,,-34.600638,137.901522,iNaturalist Australia
2014,3,Victoria,,-38.356554,144.773596,iNaturalist Australia
2022,5,Victoria,,-38.356554,144.773596,iNaturalist Australia
2025,12,Victoria,,-38.26817,144.66562,iNaturalist Australia
2022,2,New South Wales,,-33.798801,151.29507,iNaturalist Australia
2026,2,Western Australia,,-32.109002,115.761907,iNaturalist Australia
2025,9,Tasmania,,-43.058573,147.330896,iNaturalist Australia
2022,10,New South Wales,,-33.979341,151.251637,iNaturalist Australia
2022,1,New South Wales,,-33.839962,151.253693,iNaturalist Australia
2025,4,Tasmania,,-43.066497,147.350372,iNaturalist Australia
2019,3,South Australia,,-35.029522,138.516789,iNaturalist Australia
2021,2,Victoria,,-38.103504,145.124288,iNaturalist Australia
2024,9,Victoria,,-38.365588,144.823269,iNaturalist Australia
2025,11,New South Wales,,-34.474114,150.912583,iNaturalist Australia
2024,10,New South Wales,,-33.850072,151.27669,iNaturalist Australia
2025,5,Victoria,,-38.366529,144.823102,iNaturalist Australia
2025,3,South Australia,,-35.510654,138.216779,iNaturalist Australia
2025,3,South Australia,,-35.509592,138.215139,iNaturalist Australia
2024,7,Western Australia,,-32.209327,115.766464,iNaturalist Australia
2023,3,Victoria,,-38.366229,144.822958,iNaturalist Australia
2019,3,Victoria,,-37.935197,144.993857,iNaturalist Australia
2025,3,New South Wales,,-34.002834,151.226698,iNaturalist Australia
2023,4,South Australia,,-34.492771,135.389539,iNaturalist Australia
2019,6,South Australia,,-35.334292,138.446275,iNaturalist Australia
2015,2,New South Wales,,-32.716661,152.139438,iNaturalist Australia
2023,4,Victoria,,-38.146049,145.114326,iNaturalist Australia
2021,3,South Australia,,-35.510654,138.216779,iNaturalist Australia
2005,4,New South Wales,,-33.992144,151.232256,iNaturalist Australia
2025,7,South Australia,,-32.995154,137.75844,iNaturalist Australia
2024,7,Western Australia,,-32.007614,115.771938,iNaturalist Australia
2022,9,New South Wales,,-34.002797,151.227019,iNaturalist Australia
2021,10,New South Wales,,-33.839929,151.253823,iNaturalist Australia
2026,1,New South Wales,,-33.800404,151.296041,iNaturalist Australia
2019,12,New South Wales,,-34.064235,151.155839,iNaturalist Australia
2021,3,South Australia,,-35.510654,138.216779,iNaturalist Australia
2023,1,New South Wales,,-33.800158,151.274998,iNaturalist Australia
2025,3,South Australia,,-35.509592,138.215139,iNaturalist Australia
2002,1,New South Wales,,-34.069105,151.129764,iNaturalist Australia
2021,9,South Australia,,-35.588619,138.604635,iNaturalist Australia
2022,6,New South Wales,,-33.800234,151.297433,iNaturalist Australia
2025,2,Western Australia,,-31.9965,115.5399,iNaturalist Australia
2010,4,New South Wales,,-33.839343,151.278541,iNaturalist Australia
2023,11,Victoria,,-38.35484,144.772422,iNaturalist Australia
2026,1,New South Wales,,-33.086646,151.641184,iNaturalist Australia
2026,2,Western Australia,,-31.996315,115.74972,iNaturalist Australia
2022,4,Western Australia,,-32.271553,115.686071,iNaturalist Australia
2024,2,Victoria,,-38.365596,144.823095,iNaturalist Australia
2009,3,New South Wales,,-33.800177,151.296898,iNaturalist Australia
2020,1,Victoria,,-38.543335,143.972778,iNaturalist Australia
2021,1,New South Wales,,-33.800274,151.294204,iNaturalist Australia
2022,12,Western Australia,,-32.003451,115.746723,iNaturalist Australia
2025,12,New South Wales,,-33.991282,151.2301,iNaturalist Australia
2026,1,New South Wales,,-33.800047,151.296007,iNaturalist Australia
2021,9,Tasmania,,-41.159783,146.449574,iNaturalist Australia
2024,2,Victoria,,-38.365596,144.823095,iNaturalist Australia
2020,4,Western Australia,,-32.052325,115.7259,iNaturalist Australia
2025,11,South Australia,,-34.718948,135.858647,iNaturalist Australia
2025,4,Western Australia,,-31.845072,115.747096,iNaturalist Australia
2025,1,New South Wales,,-33.799741,151.29467,iNaturalist Australia
2024,1,Victoria,,-38.264334,144.668584,iNaturalist Australia
2020,12,South Australia,,-35.520741,138.184961,iNaturalist Australia
2023,1,Western Australia,,-32.005264,115.748225,iNaturalist Australia
2012,10,Tasmania,,-42.999652,147.329336,iNaturalist Australia
2019,1,Victoria,,-38.475858,145.027838,iNaturalist Australia
2023,3,Victoria,,-38.36649,144.822866,iNaturalist Australia
2025,11,Victoria,,-38.267188,144.668397,iNaturalist Australia
2023,6,Victoria,,-38.366008,144.823052,iNaturalist Australia
2021,7,Western Australia,,-32.139505,115.761608,iNaturalist Australia
2021,5,New South Wales,,-34.002533,151.225805,iNaturalist Australia
2021,12,Western Australia,,-32.052973,115.725366,iNaturalist Australia
2023,12,Victoria,,-38.253762,144.663147,iNaturalist Australia
2025,10,Victoria,,-38.268483,144.665055,iNaturalist Australia
2024,7,New South Wales,,-32.714318,152.150858,iNaturalist Australia
2020,11,New South Wales,,-33.839343,151.278541,iNaturalist Australia
2018,11,New South Wales,,-34.073035,151.147262,iNaturalist Australia
2022,3,South Australia,,-34.980386,138.507741,iNaturalist Australia
2018,1,South Australia,,-34.855468,135.960854,iNaturalist Australia
2020,12,New South Wales,,-37.215833,150.015,iNaturalist Australia
1993,2,South Australia,,-34.977931,138.509496,iNaturalist Australia
2026,3,Western Australia,,-33.644531,115.345035,iNaturalist Australia
2022,3,Western Australia,,-32.137819,115.744029,iNaturalist Australia
2025,1,New South Wales,,-35.505134,150.395375,iNaturalist Australia
2025,10,Tasmania,,-41.041069,146.833064,iNaturalist Australia
2023,2,Victoria,,-38.46643,144.10692,iNaturalist Australia
2025,9,New South Wales,,-33.839367,151.253122,iNaturalist Australia
2020,1,Victoria,,-38.35738,144.773259,iNaturalist Australia
2025,6,New South Wales,,-33.799802,151.296926,iNaturalist Australia
2026,2,Western Australia,,-33.669637,114.996794,iNaturalist Australia
2022,4,Victoria,,-38.350046,144.907181,iNaturalist Australia
2025,4,Western Australia,,-30.30195,115.036526,iNaturalist Australia
2025,12,New South Wales,,-33.599329,151.328306,iNaturalist Australia
2026,1,New South Wales,,-33.447047,151.450074,iNaturalist Australia
2025,4,Tasmania,,-43.05915,147.3283,iNaturalist Australia
2026,2,New South Wales,,-33.800065,151.297314,iNaturalist Australia
2026,4,New South Wales,,-33.800618,151.297,iNaturalist Australia
2020,7,New South Wales,,-33.840061,151.253983,iNaturalist Australia
2025,11,South Australia,,-34.718948,135.858647,iNaturalist Australia
2025,10,Tasmania,,-41.040683,146.833172,iNaturalist Australia
2026,4,New South Wales,,-33.800049,151.29659,iNaturalist Australia
2019,2,New South Wales,,-33.79996,151.297124,iNaturalist Australia
2025,2,New South Wales,,-35.857887,150.187712,iNaturalist Australia
2025,11,Tasmania,,-40.897653,145.53738,iNaturalist Australia
2022,4,Western Australia,,-32.052973,115.725366,iNaturalist Australia
2025,5,New South Wales,,-33.992713,151.227652,iNaturalist Australia
2010,1,South Australia,,-35.575302,138.5963,iNaturalist Australia
2024,4,Western Australia,,-31.996662,115.749867,iNaturalist Australia
2024,8,New South Wales,,-33.799527,151.293683,iNaturalist Australia
2014,1,South Australia,,-35.519132,138.185572,iNaturalist Australia
2024,1,Victoria,,-38.366042,144.822982,iNaturalist Australia
2025,10,New South Wales,,-33.839828,151.24783,iNaturalist Australia
2017,1,Victoria,,-38.356234,144.772117,iNaturalist Australia
2026,3,South Australia,,-35.084769,137.749624,iNaturalist Australia
2025,9,Tasmania,,-43.058635,147.330715,iNaturalist Australia
2020,11,Western Australia,,-32.123973,115.758428,iNaturalist Australia
2025,12,Western Australia,,-33.638635,115.360454,iNaturalist Australia
2024,9,South Australia,,-35.084533,138.493362,iNaturalist Australia
2021,4,South Australia,,-35.401793,138.333751,iNaturalist Australia
2020,12,Victoria,,-38.44998,145.286269,iNaturalist Australia
2013,7,South Australia,,-35.01942,138.514938,iNaturalist Australia
2023,7,Western Australia,,-32.209327,115.766464,iNaturalist Australia
2021,3,Tasmania,,-42.129557,148.296596,iNaturalist Australia
2020,11,Western Australia,,-32.123973,115.758428,iNaturalist Australia
2023,12,New South Wales,,-33.99183,151.229972,iNaturalist Australia
2025,2,New South Wales,,-33.800331,151.294244,iNaturalist Australia
2020,11,Western Australia,,-32.052706,115.725794,iNaturalist Australia
2023,3,South Australia,,-35.084775,137.748905,iNaturalist Australia
2024,2,South Australia,,-35.510237,138.216005,iNaturalist Australia
2020,8,Western Australia,,-33.643923,115.344616,iNaturalist Australia
2019,4,New South Wales,,-34.053501,151.188329,iNaturalist Australia
2021,8,New South Wales,,-33.839932,151.253321,iNaturalist Australia
2022,12,Victoria,,-38.318931,144.713354,iNaturalist Australia
2022,1,South Australia,,-35.149298,138.464336,iNaturalist Australia
2025,12,Western Australia,,-32.137756,115.744331,iNaturalist Australia
2024,2,New South Wales,,-33.797799,151.29679,iNaturalist Australia
2022,12,New South Wales,,-33.839502,151.253817,iNaturalist Australia
2026,1,New South Wales,,-36.209921,150.131874,iNaturalist Australia
2025,11,Tasmania,,-41.136312,146.819141,iNaturalist Australia
2025,10,New South Wales,,-33.800435,151.294615,iNaturalist Australia
2024,3,New South Wales,,-33.800078,151.295636,iNaturalist Australia
2021,4,South Australia,,-35.148702,138.464694,iNaturalist Australia
2021,11,South Australia,,-35.444262,138.307096,iNaturalist Australia
2020,9,South Australia,,-35.341683,138.443442,iNaturalist Australia
2021,8,New South Wales,,-33.914563,151.26826,iNaturalist Australia
2025,2,South Australia,,-35.08476,137.749808,iNaturalist Australia
2022,3,South Australia,,-35.148392,138.464946,iNaturalist Australia
2021,2,Victoria,,-38.163055,145.089769,iNaturalist Australia
2023,12,South Australia,,-34.075185,137.543641,iNaturalist Australia
2023,5,Western Australia,,-32.005282,115.747932,iNaturalist Australia
2018,4,New South Wales,,-33.916969,151.264279,iNaturalist Australia
2025,12,Victoria,,-38.267155,144.669312,iNaturalist Australia
2007,8,New South Wales,,-32.153833,152.539333,iNaturalist Australia
2021,1,South Australia,,-35.520061,138.184848,iNaturalist Australia
2025,10,New South Wales,,-33.800435,151.294615,iNaturalist Australia
2021,5,Western Australia,,-31.851725,115.751066,iNaturalist Australia
2019,12,Victoria,,-38.355962,144.77209,iNaturalist Australia
2019,12,South Australia,,-35.511046,138.217746,iNaturalist Australia
2023,3,Western Australia,,-32.008622,115.748978,iNaturalist Australia
2021,2,South Australia,,-35.019,138.52,iNaturalist Australia
2024,2,Western Australia,,-32.051989,115.725662,iNaturalist Australia
2024,8,Western Australia,,-32.139505,115.761608,iNaturalist Australia
2022,12,South Australia,,-35.520042,138.184721,iNaturalist Australia
2025,6,New South Wales,,-33.839808,151.253216,iNaturalist Australia
2026,3,Tasmania,,-42.138012,148.298216,iNaturalist Australia
2024,2,Western Australia,,-32.051989,115.725662,iNaturalist Australia
2022,11,South Australia,,-35.498452,138.245158,iNaturalist Australia
2017,1,New South Wales,,-33.800223,151.297447,iNaturalist Australia
2026,2,Victoria,,-38.356076,144.772995,iNaturalist Australia
2025,6,Tasmania,,-43.058563,147.330221,iNaturalist Australia
2025,3,South Australia,,-34.053939,137.556975,iNaturalist Australia
2019,1,New South Wales,,-33.838951,151.278367,iNaturalist Australia
2025,3,Victoria,,-38.355617,144.772397,iNaturalist Australia
2018,12,Victoria,,-38.211056,145.033391,iNaturalist Australia
2015,12,South Australia,,-35.522854,138.185421,iNaturalist Australia
2020,8,New South Wales,,-33.840226,151.252876,iNaturalist Australia
2023,2,Western Australia,,-32.12426,115.759298,iNaturalist Australia
2025,3,Victoria,,-38.272245,144.648422,iNaturalist Australia
2021,1,New South Wales,,-33.920232,151.260085,iNaturalist Australia
2024,10,Tasmania,,-42.121992,148.075225,iNaturalist Australia
2025,2,New South Wales,,-33.839813,151.253475,iNaturalist Australia
2023,11,Victoria,,-38.357892,144.772737,iNaturalist Australia
2024,2,Western Australia,,-32.051768,115.7258,iNaturalist Australia
2025,10,New South Wales,,-33.839591,151.254102,iNaturalist Australia
2023,2,Western Australia,,-32.12426,115.759298,iNaturalist Australia
2017,11,New South Wales,,-34.072978,151.150069,iNaturalist Australia
2013,4,New South Wales,,-32.208747,152.565955,iNaturalist Australia
2018,3,South Australia,,-35.122206,138.467989,iNaturalist Australia
2022,10,South Australia,,-35.509665,138.214735,iNaturalist Australia
2023,5,New South Wales,,-34.002797,151.227019,iNaturalist Australia
2025,6,Victoria,,-38.52046,145.364248,iNaturalist Australia
2021,9,New South Wales,,-33.915855,151.263349,iNaturalist Australia
2021,4,Western Australia,,-32.09703,115.757542,iNaturalist Australia
2020,1,South Australia,,-35.445,138.30806,iNaturalist Australia
2024,12,Victoria,,-38.838438,146.003097,iNaturalist Australia
2021,2,New South Wales,,-33.800415,151.294498,iNaturalist Australia
2020,6,New South Wales,,-33.011776,151.734149,iNaturalist Australia
2020,1,South Australia,,-35.149356,138.4646,iNaturalist Australia
2021,7,Victoria,,-37.868647,144.891189,iNaturalist Australia
2024,11,Victoria,,-38.318137,144.712921,iNaturalist Australia
2025,10,New South Wales,,-35.360387,150.479003,iNaturalist Australia
2024,1,Western Australia,,-33.989569,114.989636,iNaturalist Australia
2022,3,South Australia,,-35.148801,138.464868,iNaturalist Australia
2022,11,South Australia,,-35.471634,138.289809,iNaturalist Australia
2025,2,Victoria,,-37.990984,145.026122,iNaturalist Australia
2006,1,South Australia,,-35.440509,138.308195,iNaturalist Australia
2024,2,South Australia,,-35.509699,138.219432,iNaturalist Australia
2022,4,Victoria,,-38.356554,144.773596,iNaturalist Australia
2022,5,Western Australia,,-32.105788,115.761491,iNaturalist Australia
2015,11,New South Wales,,-33.800816,151.293575,iNaturalist Australia
2025,2,Victoria,,-37.801636,148.699192,iNaturalist Australia
2021,10,New South Wales,,-33.839818,151.25432,iNaturalist Australia
2005,9,New South Wales,,-33.228673,151.608723,iNaturalist Australia
2025,2,New South Wales,,-33.800051,151.29677,iNaturalist Australia
2016,2,Australian Capital Territory,,-35.126724,150.748451,iNaturalist Australia
2025,10,New South Wales,,-33.8402,151.253173,iNaturalist Australia
2025,5,New South Wales,,-35.0661,150.77299,iNaturalist Australia
